Typecode ROC HalfROC Seq ROCpin TrLink TrCell iring iphi t trace localROC localHalfROC 
TL-L42S2 0 1 6 6 1 1 33 15 1 0 1 1
TL-L42S2 0 1 7 7 1 1 32 15 1 0 1 1
TL-L42S2 0 1 8 8 -1 -1 -1 7 -1 0 1 1
TL-L42S2 0 1 9 9 1 2 33 10 1 0 1 1
TL-L42S2 0 1 10 10 1 2 32 10 1 0 1 1
TL-L42S2 0 1 11 11 1 2 33 11 1 0 1 1
TL-L42S2 0 1 12 12 1 2 32 11 1 0 1 1
TL-L42S2 0 1 13 13 1 3 33 8 1 0 1 1
TL-L42S2 0 1 14 14 1 3 32 8 1 0 1 1
TL-L42S2 0 1 15 15 1 3 33 9 1 0 1 1
TL-L42S2 0 1 16 16 1 3 32 9 1 0 1 1
TL-L42S2 0 1 17 17 -1 -1 -1 7 -1 0 1 1
TL-L42S2 0 1 18 18 -1 -1 -1 7 -1 0 1 1
TL-L42S2 0 1 19 19 2 0 31 8 1 0 1 1
TL-L42S2 0 1 20 20 2 0 30 8 1 0 1 1
TL-L42S2 0 1 21 21 2 0 31 9 1 0 1 1
TL-L42S2 0 1 22 22 2 0 30 9 1 0 1 1
TL-L42S2 0 1 23 23 2 1 31 14 1 0 1 1
TL-L42S2 0 1 24 24 2 1 30 14 1 0 1 1
TL-L42S2 0 1 25 25 2 1 31 15 1 0 1 1
TL-L42S2 0 1 26 26 2 1 30 15 1 0 1 1
TL-L42S2 0 1 27 27 -1 -1 -1 7 -1 0 1 1
TL-L42S2 0 1 28 28 2 2 31 12 1 0 1 1
TL-L42S2 0 1 29 29 2 2 30 12 1 0 1 1
TL-L42S2 0 1 30 30 2 2 31 13 1 0 1 1
TL-L42S2 0 1 31 31 2 2 30 13 1 0 1 1
TL-L42S2 0 1 32 32 2 3 31 10 1 0 1 1
TL-L42S2 0 1 33 33 2 3 30 10 1 0 1 1
TL-L42S2 0 1 34 34 2 3 31 11 1 0 1 1
TL-L42S2 0 1 35 35 2 3 30 11 1 0 1 1
TL-L42S2 1 0 0 0 1 0 17 12 1 0 1 1
TL-L42S2 1 0 1 1 1 0 16 12 1 0 1 1
TL-L42S2 1 0 2 2 1 0 17 13 1 0 1 1
TL-L42S2 1 0 3 3 1 0 16 13 1 0 1 1
TL-L42S2 1 0 4 4 1 1 17 14 1 0 1 1
TL-L42S2 1 0 5 5 1 1 16 14 1 0 1 1
TL-L42S2 1 0 6 6 1 1 17 15 1 0 1 1
TL-L42S2 1 0 7 7 1 1 16 15 1 0 1 1
TL-L42S2 1 0 8 8 -1 -1 -1 7 -1 0 1 1
TL-L42S2 1 0 9 9 1 2 17 10 1 0 1 1
TL-L42S2 1 0 10 10 1 2 16 10 1 0 1 1
TL-L42S2 1 0 11 11 1 2 17 11 1 0 1 1
TL-L42S2 1 0 12 12 1 2 16 11 1 0 1 1
TL-L42S2 1 0 13 13 1 3 17 8 1 0 1 1
TL-L42S2 1 0 14 14 1 3 16 8 1 0 1 1
TL-L42S2 1 0 15 15 1 3 17 9 1 0 1 1
TL-L42S2 1 0 16 16 1 3 16 9 1 0 1 1
TL-L42S2 1 0 17 17 -1 -1 -1 7 -1 0 1 1
TL-L42S2 1 0 18 18 -1 -1 -1 7 -1 0 1 1
TL-L42S2 1 0 19 19 2 0 15 8 1 0 1 1
TL-L42S2 1 0 20 20 2 0 14 8 1 0 1 1
TL-L42S2 1 0 21 21 2 0 15 9 1 0 1 1
TL-L42S2 1 0 22 22 2 0 14 9 1 0 1 1
TL-L42S2 1 0 23 23 2 1 15 14 1 0 1 1
TL-L42S2 1 0 24 24 2 1 14 14 1 0 1 1
TL-L42S2 1 0 25 25 2 1 15 15 1 0 1 1
TL-L42S2 1 0 26 26 2 1 14 15 1 0 1 1
TL-L42S2 1 0 27 27 -1 -1 -1 7 -1 0 1 1
TL-L42S2 1 0 28 28 2 2 15 12 1 0 1 1
TL-L42S2 1 0 29 29 2 2 14 12 1 0 1 1
TL-L42S2 1 0 30 30 2 2 15 13 1 0 1 1
TL-L42S2 1 0 31 31 2 2 14 13 1 0 1 1
TL-L42S2 1 0 32 32 2 3 15 10 1 0 1 1
TL-L42S2 1 0 33 33 2 3 14 10 1 0 1 1
TL-L42S2 1 0 34 34 2 3 15 11 1 0 1 1
TL-L42S2 1 0 35 35 2 3 14 11 1 0 1 1
TL-L42S2 1 1 0 72 5 0 9 12 1 0 2 1
TL-L42S2 1 1 1 73 5 0 8 12 1 0 2 1
TL-L42S2 1 1 2 74 5 0 9 13 1 0 2 1
TL-L42S2 1 1 3 75 5 0 8 13 1 0 2 1
TL-L42S2 1 1 4 76 5 2 9 10 1 0 2 1
TL-L42S2 1 1 5 77 5 2 8 10 1 0 2 1
TL-L42S2 1 1 6 78 5 2 9 11 1 0 2 1
TL-L42S2 1 1 7 79 5 2 8 11 1 0 2 1
TL-L42S2 1 1 8 80 -1 -1 -1 7 -1 0 2 1
TL-L42S2 1 1 9 81 5 3 9 8 1 0 2 1
TL-L42S2 1 1 10 82 5 3 8 8 1 0 2 1
TL-L42S2 1 1 11 83 5 3 9 9 1 0 2 1
TL-L42S2 1 1 12 84 5 3 8 9 1 0 2 1
TL-L42S2 1 1 13 85 5 1 9 14 1 0 2 1
TL-L42S2 1 1 14 86 5 1 8 14 1 0 2 1
TL-L42S2 1 1 15 87 5 1 9 15 1 0 2 1
TL-L42S2 1 1 16 88 5 1 8 15 1 0 2 1
TL-L42S2 1 1 17 89 -1 -1 -1 7 -1 0 2 1
TL-L42S2 1 1 18 90 -1 -1 -1 7 -1 0 2 1
TL-L42S2 1 1 19 91 6 1 7 14 1 0 2 1
TL-L42S2 1 1 20 92 6 1 6 14 1 0 2 1
TL-L42S2 1 1 21 93 6 1 7 15 1 0 2 1
TL-L42S2 1 1 22 94 6 1 6 15 1 0 2 1
TL-L42S2 1 1 23 95 6 2 7 12 1 0 2 1
TL-L42S2 1 1 24 96 6 2 6 12 1 0 2 1
TL-L42S2 1 1 25 97 6 2 7 13 1 0 2 1
TL-L42S2 1 1 26 98 6 2 6 13 1 0 2 1
TL-L42S2 1 1 27 99 -1 -1 -1 7 -1 0 2 1
TL-L42S2 1 1 28 100 6 3 7 10 1 0 2 1
TL-L42S2 1 1 29 101 6 3 6 10 1 0 2 1
TL-L42S2 1 1 30 102 6 3 7 11 1 0 2 1
TL-L42S2 1 1 31 103 6 3 6 11 1 0 2 1
TL-L42S2 1 1 32 104 6 0 7 8 1 0 2 1
TL-L42S2 1 1 33 105 6 0 6 8 1 0 2 1
TL-L42S2 1 1 34 106 6 0 7 9 1 0 2 1
TL-L42S2 1 1 35 107 6 0 6 9 1 0 2 1
TL-L42S2 2 0 0 0 1 0 41 12 1 0 1 1
TL-L42S2 2 0 1 1 1 0 40 12 1 0 1 1
TL-L42S2 2 0 2 2 1 0 41 13 1 0 1 1
TL-L42S2 2 0 3 3 1 0 40 13 1 0 1 1
TL-L42S2 2 0 4 4 1 1 41 14 1 0 1 1
TL-L42S2 2 0 5 5 1 1 40 14 1 0 1 1
TL-L42S2 2 0 6 6 1 1 41 15 1 0 1 1
TL-L42S2 2 0 7 7 1 1 40 15 1 0 1 1
TL-L42S2 2 0 8 8 -1 -1 -1 7 -1 0 1 1
TL-L42S2 2 0 9 9 1 2 41 10 1 0 1 1
TL-L42S2 2 0 10 10 1 2 40 10 1 0 1 1
TL-L42S2 2 0 11 11 1 2 41 11 1 0 1 1
TL-L42S2 2 0 12 12 1 2 40 11 1 0 1 1
TL-L42S2 2 0 13 13 1 3 41 8 1 0 1 1
TL-L42S2 2 0 14 14 1 3 40 8 1 0 1 1
TL-L42S2 2 0 15 15 1 3 41 9 1 0 1 1
TL-L42S2 2 0 16 16 1 3 40 9 1 0 1 1
TL-L42S2 2 0 17 17 -1 -1 -1 7 -1 0 1 1
TL-L42S2 2 0 18 18 -1 -1 -1 7 -1 0 1 1
TL-L42S2 2 0 19 19 2 0 39 8 1 0 1 1
TL-L42S2 2 0 20 20 2 0 38 8 1 0 1 1
TL-L42S2 2 0 21 21 2 0 39 9 1 0 1 1
TL-L42S2 2 0 22 22 2 0 38 9 1 0 1 1
TL-L42S2 2 0 23 23 2 1 39 14 1 0 1 1
TL-L42S2 2 0 24 24 2 1 38 14 1 0 1 1
TL-L42S2 2 0 25 25 2 1 39 15 1 0 1 1
TL-L42S2 2 0 26 26 2 1 38 15 1 0 1 1
TL-L42S2 2 0 27 27 -1 -1 -1 7 -1 0 1 1
TL-L42S2 2 0 28 28 2 2 39 12 1 0 1 1
TL-L42S2 2 0 29 29 2 2 38 12 1 0 1 1
TL-L42S2 2 0 30 30 2 2 39 13 1 0 1 1
TL-L42S2 2 0 31 31 2 2 38 13 1 0 1 1
TL-L42S2 2 0 32 32 2 3 39 10 1 0 1 1
TL-L42S2 2 0 33 33 2 3 38 10 1 0 1 1
TL-L42S2 2 0 34 34 2 3 39 11 1 0 1 1
TL-L42S2 2 0 35 35 2 3 38 11 1 0 1 1
TL-L42S2 2 1 0 36 3 0 37 10 1 0 1 2
TL-L42S2 2 1 1 37 3 0 36 10 1 0 1 2
TL-L42S2 2 1 2 38 3 0 37 11 1 0 1 2
TL-L42S2 2 1 3 39 3 0 36 11 1 0 1 2
TL-L42S2 2 1 4 40 3 1 37 8 1 0 1 2
TL-L42S2 2 1 5 41 3 1 36 8 1 0 1 2
TL-L42S2 2 1 6 42 3 1 37 9 1 0 1 2
TL-L42S2 2 1 7 43 3 1 36 9 1 0 1 2
TL-L42S2 2 1 8 44 -1 -1 -1 7 -1 0 1 2
TL-L42S2 2 1 9 45 3 2 37 14 1 0 1 2
TL-L42S2 2 1 10 46 3 2 36 14 1 0 1 2
TL-L42S2 2 1 11 47 3 2 37 15 1 0 1 2
TL-L42S2 2 1 12 48 3 2 36 15 1 0 1 2
TL-L42S2 2 1 13 49 3 3 37 12 1 0 1 2
TL-L42S2 2 1 14 50 3 3 36 12 1 0 1 2
TL-L42S2 2 1 15 51 3 3 37 13 1 0 1 2
TL-L42S2 2 1 16 52 3 3 36 13 1 0 1 2
TL-L42S2 2 1 17 53 -1 -1 -1 7 -1 0 1 2
TL-L42S2 2 1 18 54 -1 -1 -1 7 -1 0 1 2
TL-L42S2 2 1 19 55 4 0 35 14 1 0 1 2
TL-L42S2 2 1 20 56 4 0 34 14 1 0 1 2
TL-L42S2 2 1 21 57 4 0 35 15 1 0 1 2
TL-L42S2 2 1 22 58 4 0 34 15 1 0 1 2
TL-L42S2 2 1 23 59 4 1 35 12 1 0 1 2
TL-L42S2 2 1 24 60 4 1 34 12 1 0 1 2
TL-L42S2 2 1 25 61 4 1 35 13 1 0 1 2
TL-L42S2 2 1 26 62 4 1 34 13 1 0 1 2
TL-L42S2 2 1 27 63 -1 -1 -1 7 -1 0 1 2
TL-L42S2 2 1 28 64 4 2 35 10 1 0 1 2
TL-L42S2 2 1 29 65 4 2 34 10 1 0 1 2
TL-L42S2 2 1 30 66 4 2 35 11 1 0 1 2
TL-L42S2 2 1 31 67 4 2 34 11 1 0 1 2
TL-L42S2 2 1 32 68 4 3 35 8 1 0 1 2
TL-L42S2 2 1 33 69 4 3 34 8 1 0 1 2
TL-L42S2 2 1 34 70 4 3 35 9 1 0 1 2
TL-L42S2 2 1 35 71 4 3 34 9 1 0 1 2
TL-L42S2 3 0 0 36 3 0 13 10 1 0 1 2
TL-L42S2 3 0 1 37 3 0 12 10 1 0 1 2
TL-L42S2 3 0 2 38 3 0 13 11 1 0 1 2
TL-L42S2 3 0 3 39 3 0 12 11 1 0 1 2
TL-L42S2 3 0 4 40 3 1 13 8 1 0 1 2
TL-L42S2 3 0 5 41 3 1 12 8 1 0 1 2
TL-L42S2 3 0 6 42 3 1 13 9 1 0 1 2
TL-L42S2 3 0 7 43 3 1 12 9 1 0 1 2
TL-L42S2 3 0 8 44 -1 -1 -1 7 -1 0 1 2
TL-L42S2 3 0 9 45 3 2 13 14 1 0 1 2
TL-L42S2 3 0 10 46 3 2 12 14 1 0 1 2
TL-L42S2 3 0 11 47 3 2 13 15 1 0 1 2
TL-L42S2 3 0 12 48 3 2 12 15 1 0 1 2
TL-L42S2 3 0 13 49 3 3 13 12 1 0 1 2
TL-L42S2 3 0 14 50 3 3 12 12 1 0 1 2
TL-L42S2 3 0 15 51 3 3 13 13 1 0 1 2
TL-L42S2 3 0 16 52 3 3 12 13 1 0 1 2
TL-L42S2 3 0 17 53 -1 -1 -1 7 -1 0 1 2
TL-L42S2 3 0 18 54 -1 -1 -1 7 -1 0 1 2
TL-L42S2 3 0 19 55 4 0 11 14 1 0 1 2
TL-L42S2 3 0 20 56 4 0 10 14 1 0 1 2
TL-L42S2 3 0 21 57 4 0 11 15 1 0 1 2
TL-L42S2 3 0 22 58 4 0 10 15 1 0 1 2
TL-L42S2 3 0 23 59 4 1 11 12 1 0 1 2
TL-L42S2 3 0 24 60 4 1 10 12 1 0 1 2
TL-L42S2 3 0 25 61 4 1 11 13 1 0 1 2
TL-L42S2 3 0 26 62 4 1 10 13 1 0 1 2
TL-L42S2 3 0 27 63 -1 -1 -1 7 -1 0 1 2
TL-L42S2 3 0 28 64 4 2 11 10 1 0 1 2
TL-L42S2 3 0 29 65 4 2 10 10 1 0 1 2
TL-L42S2 3 0 30 66 4 2 11 11 1 0 1 2
TL-L42S2 3 0 31 67 4 2 10 11 1 0 1 2
TL-L42S2 3 0 32 68 4 3 11 8 1 0 1 2
TL-L42S2 3 0 33 69 4 3 10 8 1 0 1 2
TL-L42S2 3 0 34 70 4 3 11 9 1 0 1 2
TL-L42S2 3 0 35 71 4 3 10 9 1 0 1 2
TL-L42S2 3 1 0 36 3 0 21 10 1 0 1 2
TL-L42S2 3 1 1 37 3 0 20 10 1 0 1 2
TL-L42S2 3 1 2 38 3 0 21 11 1 0 1 2
TL-L42S2 3 1 3 39 3 0 20 11 1 0 1 2
TL-L42S2 3 1 4 40 3 1 21 8 1 0 1 2
TL-L42S2 3 1 5 41 3 1 20 8 1 0 1 2
TL-L42S2 3 1 6 42 3 1 21 9 1 0 1 2
TL-L42S2 3 1 7 43 3 1 20 9 1 0 1 2
TL-L42S2 3 1 8 44 -1 -1 -1 7 -1 0 1 2
TL-L42S2 3 1 9 45 3 2 21 14 1 0 1 2
TL-L42S2 3 1 10 46 3 2 20 14 1 0 1 2
TL-L42S2 3 1 11 47 3 2 21 15 1 0 1 2
TL-L42S2 3 1 12 48 3 2 20 15 1 0 1 2
TL-L42S2 3 1 13 49 3 3 21 12 1 0 1 2
TL-L42S2 3 1 14 50 3 3 20 12 1 0 1 2
TL-L42S2 3 1 15 51 3 3 21 13 1 0 1 2
TL-L42S2 3 1 16 52 3 3 20 13 1 0 1 2
TL-L42S2 3 1 17 53 -1 -1 -1 7 -1 0 1 2
TL-L42S2 3 1 18 54 -1 -1 -1 7 -1 0 1 2
TL-L42S2 3 1 19 55 4 0 19 14 1 0 1 2
TL-L42S2 3 1 20 56 4 0 18 14 1 0 1 2
TL-L42S2 3 1 21 57 4 0 19 15 1 0 1 2
TL-L42S2 3 1 22 58 4 0 18 15 1 0 1 2
TL-L42S2 3 1 23 59 4 1 19 12 1 0 1 2
TL-L42S2 3 1 24 60 4 1 18 12 1 0 1 2
TL-L42S2 3 1 25 61 4 1 19 13 1 0 1 2
TL-L42S2 3 1 26 62 4 1 18 13 1 0 1 2
TL-L42S2 3 1 27 63 -1 -1 -1 7 -1 0 1 2
TL-L42S2 3 1 28 64 4 2 19 10 1 0 1 2
TL-L42S2 3 1 29 65 4 2 18 10 1 0 1 2
TL-L42S2 3 1 30 66 4 2 19 11 1 0 1 2
TL-L42S2 3 1 31 67 4 2 18 11 1 0 1 2
TL-L42S2 3 1 32 68 4 3 19 8 1 0 1 2
TL-L42S2 3 1 33 69 4 3 18 8 1 0 1 2
TL-L42S2 3 1 34 70 4 3 19 9 1 0 1 2
TL-L42S2 3 1 35 71 4 3 18 9 1 0 1 2
TL-L42S2 4 0 0 36 3 0 29 10 1 0 1 2
TL-L42S2 4 0 1 37 3 0 28 10 1 0 1 2
TL-L42S2 4 0 2 38 3 0 29 11 1 0 1 2
TL-L42S2 4 0 3 39 3 0 28 11 1 0 1 2
TL-L42S2 4 0 4 40 3 1 29 8 1 0 1 2
TL-L42S2 4 0 5 41 3 1 28 8 1 0 1 2
TL-L42S2 4 0 6 42 3 1 29 9 1 0 1 2
TL-L42S2 4 0 7 43 3 1 28 9 1 0 1 2
TL-L42S2 4 0 8 44 -1 -1 -1 7 -1 0 1 2
TL-L42S2 4 0 9 45 3 2 29 14 1 0 1 2
TL-L42S2 4 0 10 46 3 2 28 14 1 0 1 2
TL-L42S2 4 0 11 47 3 2 29 15 1 0 1 2
TL-L42S2 4 0 12 48 3 2 28 15 1 0 1 2
TL-L42S2 4 0 13 49 3 3 29 12 1 0 1 2
TL-L42S2 4 0 14 50 3 3 28 12 1 0 1 2
TL-L42S2 4 0 15 51 3 3 29 13 1 0 1 2
TL-L42S2 4 0 16 52 3 3 28 13 1 0 1 2
TL-L42S2 4 0 17 53 -1 -1 -1 7 -1 0 1 2
TL-L42S2 4 0 18 54 -1 -1 -1 7 -1 0 1 2
TL-L42S2 4 0 19 55 4 0 27 14 1 0 1 2
TL-L42S2 4 0 20 56 4 0 26 14 1 0 1 2
TL-L42S2 4 0 21 57 4 0 27 15 1 0 1 2
TL-L42S2 4 0 22 58 4 0 26 15 1 0 1 2
TL-L42S2 4 0 23 59 4 1 27 12 1 0 1 2
TL-L42S2 4 0 24 60 4 1 26 12 1 0 1 2
TL-L42S2 4 0 25 61 4 1 27 13 1 0 1 2
TL-L42S2 4 0 26 62 4 1 26 13 1 0 1 2
TL-L42S2 4 0 27 63 -1 -1 -1 7 -1 0 1 2
TL-L42S2 4 0 28 64 4 2 27 10 1 0 1 2
TL-L42S2 4 0 29 65 4 2 26 10 1 0 1 2
TL-L42S2 4 0 30 66 4 2 27 11 1 0 1 2
TL-L42S2 4 0 31 67 4 2 26 11 1 0 1 2
TL-L42S2 4 0 32 68 4 3 27 8 1 0 1 2
TL-L42S2 4 0 33 69 4 3 26 8 1 0 1 2
TL-L42S2 4 0 34 70 4 3 27 9 1 0 1 2
TL-L42S2 4 0 35 71 4 3 26 9 1 0 1 2
TL-L42S3 0 0 0 0 1 0 25 20 1 0 1 1
TL-L42S3 0 0 1 1 1 0 24 20 1 0 1 1
TL-L42S3 0 0 2 2 1 0 25 21 1 0 1 1
TL-L42S3 0 0 3 3 1 0 24 21 1 0 1 1
TL-L42S3 0 0 4 4 1 1 25 22 1 0 1 1
TL-L42S3 0 0 5 5 1 1 24 22 1 0 1 1
TL-L42S3 0 0 6 6 1 1 25 23 1 0 1 1
TL-L42S3 0 0 7 7 1 1 24 23 1 0 1 1
TL-L42S3 0 0 8 8 -1 -1 -1 15 -1 0 1 1
TL-L42S3 0 0 9 9 1 2 25 18 1 0 1 1
TL-L42S3 0 0 10 10 1 2 24 18 1 0 1 1
TL-L42S3 0 0 11 11 1 2 25 19 1 0 1 1
TL-L42S3 0 0 12 12 1 2 24 19 1 0 1 1
TL-L42S3 0 0 13 13 1 3 25 16 1 0 1 1
TL-L42S3 0 0 14 14 1 3 24 16 1 0 1 1
TL-L42S3 0 0 15 15 1 3 25 17 1 0 1 1
TL-L42S3 0 0 16 16 1 3 24 17 1 0 1 1
TL-L42S3 0 0 17 17 -1 -1 -1 15 -1 0 1 1
TL-L42S3 0 0 18 18 -1 -1 -1 15 -1 0 1 1
TL-L42S3 0 0 19 19 2 0 23 16 1 0 1 1
TL-L42S3 0 0 20 20 2 0 22 16 1 0 1 1
TL-L42S3 0 0 21 21 2 0 23 17 1 0 1 1
TL-L42S3 0 0 22 22 2 0 22 17 1 0 1 1
TL-L42S3 0 0 23 23 2 1 23 22 1 0 1 1
TL-L42S3 0 0 24 24 2 1 22 22 1 0 1 1
TL-L42S3 0 0 25 25 2 1 23 23 1 0 1 1
TL-L42S3 0 0 26 26 2 1 22 23 1 0 1 1
TL-L42S3 0 0 27 27 -1 -1 -1 15 -1 0 1 1
TL-L42S3 0 0 28 28 2 2 23 20 1 0 1 1
TL-L42S3 0 0 29 29 2 2 22 20 1 0 1 1
TL-L42S3 0 0 30 30 2 2 23 21 1 0 1 1
TL-L42S3 0 0 31 31 2 2 22 21 1 0 1 1
TL-L42S3 0 0 32 32 2 3 23 18 1 0 1 1
TL-L42S3 0 0 33 33 2 3 22 18 1 0 1 1
TL-L42S3 0 0 34 34 2 3 23 19 1 0 1 1
TL-L42S3 0 0 35 35 2 3 22 19 1 0 1 1
TL-L42S3 0 1 0 0 1 0 33 20 1 0 1 1
TL-L42S3 0 1 1 1 1 0 32 20 1 0 1 1
TL-L42S3 0 1 2 2 1 0 33 21 1 0 1 1
TL-L42S3 0 1 3 3 1 0 32 21 1 0 1 1
TL-L42S3 0 1 4 4 1 1 33 22 1 0 1 1
TL-L42S3 0 1 5 5 1 1 32 22 1 0 1 1
TL-L42S3 0 1 6 6 1 1 33 23 1 0 1 1
TL-L42S3 0 1 7 7 1 1 32 23 1 0 1 1
TL-L42S3 0 1 8 8 -1 -1 -1 15 -1 0 1 1
TL-L42S3 0 1 9 9 1 2 33 18 1 0 1 1
TL-L42S3 0 1 10 10 1 2 32 18 1 0 1 1
TL-L42S3 0 1 11 11 1 2 33 19 1 0 1 1
TL-L42S3 0 1 12 12 1 2 32 19 1 0 1 1
TL-L42S3 0 1 13 13 1 3 33 16 1 0 1 1
TL-L42S3 0 1 14 14 1 3 32 16 1 0 1 1
TL-L42S3 0 1 15 15 1 3 33 17 1 0 1 1
TL-L42S3 0 1 16 16 1 3 32 17 1 0 1 1
TL-L42S3 0 1 17 17 -1 -1 -1 15 -1 0 1 1
TL-L42S3 0 1 18 18 -1 -1 -1 15 -1 0 1 1
TL-L42S3 0 1 19 19 2 0 31 16 1 0 1 1
TL-L42S3 0 1 20 20 2 0 30 16 1 0 1 1
TL-L42S3 0 1 21 21 2 0 31 17 1 0 1 1
TL-L42S3 0 1 22 22 2 0 30 17 1 0 1 1
TL-L42S3 0 1 23 23 2 1 31 22 1 0 1 1
TL-L42S3 0 1 24 24 2 1 30 22 1 0 1 1
TL-L42S3 0 1 25 25 2 1 31 23 1 0 1 1
TL-L42S3 0 1 26 26 2 1 30 23 1 0 1 1
TL-L42S3 0 1 27 27 -1 -1 -1 15 -1 0 1 1
TL-L42S3 0 1 28 28 2 2 31 20 1 0 1 1
TL-L42S3 0 1 29 29 2 2 30 20 1 0 1 1
TL-L42S3 0 1 30 30 2 2 31 21 1 0 1 1
TL-L42S3 0 1 31 31 2 2 30 21 1 0 1 1
TL-L42S3 0 1 32 32 2 3 31 18 1 0 1 1
TL-L42S3 0 1 33 33 2 3 30 18 1 0 1 1
TL-L42S3 0 1 34 34 2 3 31 19 1 0 1 1
TL-L42S3 0 1 35 35 2 3 30 19 1 0 1 1
TL-L42S3 1 0 0 0 1 0 17 20 1 0 1 1
TL-L42S3 1 0 1 1 1 0 16 20 1 0 1 1
TL-L42S3 1 0 2 2 1 0 17 21 1 0 1 1
TL-L42S3 1 0 3 3 1 0 16 21 1 0 1 1
TL-L42S3 1 0 4 4 1 1 17 22 1 0 1 1
TL-L42S3 1 0 5 5 1 1 16 22 1 0 1 1
TL-L42S3 1 0 6 6 1 1 17 23 1 0 1 1
TL-L42S3 1 0 7 7 1 1 16 23 1 0 1 1
TL-L42S3 1 0 8 8 -1 -1 -1 15 -1 0 1 1
TL-L42S3 1 0 9 9 1 2 17 18 1 0 1 1
TL-L42S3 1 0 10 10 1 2 16 18 1 0 1 1
TL-L42S3 1 0 11 11 1 2 17 19 1 0 1 1
TL-L42S3 1 0 12 12 1 2 16 19 1 0 1 1
TL-L42S3 1 0 13 13 1 3 17 16 1 0 1 1
TL-L42S3 1 0 14 14 1 3 16 16 1 0 1 1
TL-L42S3 1 0 15 15 1 3 17 17 1 0 1 1
TL-L42S3 1 0 16 16 1 3 16 17 1 0 1 1
TL-L42S3 1 0 17 17 -1 -1 -1 15 -1 0 1 1
TL-L42S3 1 0 18 18 -1 -1 -1 15 -1 0 1 1
TL-L42S3 1 0 19 19 2 0 15 16 1 0 1 1
TL-L42S3 1 0 20 20 2 0 14 16 1 0 1 1
TL-L42S3 1 0 21 21 2 0 15 17 1 0 1 1
TL-L42S3 1 0 22 22 2 0 14 17 1 0 1 1
TL-L42S3 1 0 23 23 2 1 15 22 1 0 1 1
TL-L42S3 1 0 24 24 2 1 14 22 1 0 1 1
TL-L42S3 1 0 25 25 2 1 15 23 1 0 1 1
TL-L42S3 1 0 26 26 2 1 14 23 1 0 1 1
TL-L42S3 1 0 27 27 -1 -1 -1 15 -1 0 1 1
TL-L42S3 1 0 28 28 2 2 15 20 1 0 1 1
TL-L42S3 1 0 29 29 2 2 14 20 1 0 1 1
TL-L42S3 1 0 30 30 2 2 15 21 1 0 1 1
TL-L42S3 1 0 31 31 2 2 14 21 1 0 1 1
TL-L42S3 1 0 32 32 2 3 15 18 1 0 1 1
TL-L42S3 1 0 33 33 2 3 14 18 1 0 1 1
TL-L42S3 1 0 34 34 2 3 15 19 1 0 1 1
TL-L42S3 1 0 35 35 2 3 14 19 1 0 1 1
TL-L42S3 1 1 0 72 5 0 9 20 1 0 2 1
TL-L42S3 1 1 1 73 5 0 8 20 1 0 2 1
TL-L42S3 1 1 2 74 5 0 9 21 1 0 2 1
TL-L42S3 1 1 3 75 5 0 8 21 1 0 2 1
TL-L42S3 1 1 4 76 5 2 9 18 1 0 2 1
TL-L42S3 1 1 5 77 5 2 8 18 1 0 2 1
TL-L42S3 1 1 6 78 5 2 9 19 1 0 2 1
TL-L42S3 1 1 7 79 5 2 8 19 1 0 2 1
TL-L42S3 1 1 8 80 -1 -1 -1 15 -1 0 2 1
TL-L42S3 1 1 9 81 5 3 9 16 1 0 2 1
TL-L42S3 1 1 10 82 5 3 8 16 1 0 2 1
TL-L42S3 1 1 11 83 5 3 9 17 1 0 2 1
TL-L42S3 1 1 12 84 5 3 8 17 1 0 2 1
TL-L42S3 1 1 13 85 5 1 9 22 1 0 2 1
TL-L42S3 1 1 14 86 5 1 8 22 1 0 2 1
TL-L42S3 1 1 15 87 5 1 9 23 1 0 2 1
TL-L42S3 1 1 16 88 5 1 8 23 1 0 2 1
TL-L42S3 1 1 17 89 -1 -1 -1 15 -1 0 2 1
TL-L42S3 1 1 18 90 -1 -1 -1 15 -1 0 2 1
TL-L42S3 1 1 19 91 6 1 7 22 1 0 2 1
TL-L42S3 1 1 20 92 6 1 6 22 1 0 2 1
TL-L42S3 1 1 21 93 6 1 7 23 1 0 2 1
TL-L42S3 1 1 22 94 6 1 6 23 1 0 2 1
TL-L42S3 1 1 23 95 6 2 7 20 1 0 2 1
TL-L42S3 1 1 24 96 6 2 6 20 1 0 2 1
TL-L42S3 1 1 25 97 6 2 7 21 1 0 2 1
TL-L42S3 1 1 26 98 6 2 6 21 1 0 2 1
TL-L42S3 1 1 27 99 -1 -1 -1 15 -1 0 2 1
TL-L42S3 1 1 28 100 6 3 7 18 1 0 2 1
TL-L42S3 1 1 29 101 6 3 6 18 1 0 2 1
TL-L42S3 1 1 30 102 6 3 7 19 1 0 2 1
TL-L42S3 1 1 31 103 6 3 6 19 1 0 2 1
TL-L42S3 1 1 32 104 6 0 7 16 1 0 2 1
TL-L42S3 1 1 33 105 6 0 6 16 1 0 2 1
TL-L42S3 1 1 34 106 6 0 7 17 1 0 2 1
TL-L42S3 1 1 35 107 6 0 6 17 1 0 2 1
TL-L42S3 2 0 0 0 1 0 41 20 1 0 1 1
TL-L42S3 2 0 1 1 1 0 40 20 1 0 1 1
TL-L42S3 2 0 2 2 1 0 41 21 1 0 1 1
TL-L42S3 2 0 3 3 1 0 40 21 1 0 1 1
